Supermarket,Locality,Product_Name,Category,Date,Day_of_Week,Quantity_Sold,Price_per_kg,Discounted_Price,Holiday,Weather,Promotion
FreshMart,Indiranagar,Tomatoes,Vegetable,20-02-2024,Tuesday,123,30 INR,30 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Apples,Fruit,20-02-2024,Tuesday,83,60 INR,45 INR,Yes,Rainy,No
FreshMart,Indiranagar,Cabbage,Vegetable,20-02-2024,Tuesday,75,20 INR,10 INR,Yes,Rainy,No
FreshMart,Indiranagar,Bananas,Fruit,20-02-2024,Tuesday,99,25 INR,10 INR,No,Cloudy,No
FreshMart,Indiranagar,Potatoes,Vegetable,20-02-2024,Tuesday,94,18 INR,13 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,20-02-2024,Tuesday,86,15 INR,15 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,20-02-2024,Tuesday,120,30 INR,25 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Apples,Fruit,20-02-2024,Tuesday,128,60 INR,60 INR,Yes,Clear,No
UrbanBite,Indiranagar,Cabbage,Vegetable,20-02-2024,Tuesday,102,20 INR,10 INR,No,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,20-02-2024,Tuesday,144,25 INR,10 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,20-02-2024,Tuesday,65,18 INR,13 INR,No,Clear,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,20-02-2024,Tuesday,94,15 INR,15 INR,No,Clear,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,20-02-2024,Tuesday,78,30 INR,15 INR,Yes,Rainy,No
DailyGro,Indiranagar,Apples,Fruit,20-02-2024,Tuesday,44,60 INR,60 INR,Yes,Clear,No
DailyGro,Indiranagar,Cabbage,Vegetable,20-02-2024,Tuesday,97,20 INR,20 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Bananas,Fruit,20-02-2024,Tuesday,96,25 INR,10 INR,No,Clear,No
DailyGro,Indiranagar,Potatoes,Vegetable,20-02-2024,Tuesday,145,18 INR,3 INR,No,Clear,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,20-02-2024,Tuesday,118,15 INR,15 INR,No,Rainy,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,20-02-2024,Tuesday,69,30 INR,30 INR,No,Clear,No
CityVeg,Indiranagar,Apples,Fruit,20-02-2024,Tuesday,155,60 INR,50 INR,No,Rainy,No
CityVeg,Indiranagar,Cabbage,Vegetable,20-02-2024,Tuesday,136,20 INR,15 INR,Yes,Clear,No
CityVeg,Indiranagar,Bananas,Fruit,20-02-2024,Tuesday,117,25 INR,10 INR,No,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,20-02-2024,Tuesday,93,18 INR,13 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,20-02-2024,Tuesday,71,15 INR,5 INR,No,Clear,No
QuickKart,Indiranagar,Tomatoes,Vegetable,20-02-2024,Tuesday,88,30 INR,20 INR,No,Cloudy,No
QuickKart,Indiranagar,Apples,Fruit,20-02-2024,Tuesday,132,60 INR,55 INR,Yes,Rainy,No
QuickKart,Indiranagar,Cabbage,Vegetable,20-02-2024,Tuesday,156,20 INR,10 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Bananas,Fruit,20-02-2024,Tuesday,146,25 INR,10 INR,No,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,20-02-2024,Tuesday,85,18 INR,3 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,20-02-2024,Tuesday,66,15 INR,15 INR,Yes,Rainy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,21-02-2024,Wednesday,104,30 INR,20 INR,Yes,Clear,No
FreshMart,Indiranagar,Apples,Fruit,21-02-2024,Wednesday,46,60 INR,55 INR,No,Clear,No
FreshMart,Indiranagar,Cabbage,Vegetable,21-02-2024,Wednesday,109,20 INR,20 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Bananas,Fruit,21-02-2024,Wednesday,95,25 INR,20 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,21-02-2024,Wednesday,86,18 INR,18 INR,No,Rainy,No
FreshMart,Indiranagar,Spinach,Leafy Green,21-02-2024,Wednesday,52,15 INR,10 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,21-02-2024,Wednesday,115,30 INR,30 INR,No,Clear,No
UrbanBite,Indiranagar,Apples,Fruit,21-02-2024,Wednesday,84,60 INR,45 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,21-02-2024,Wednesday,64,20 INR,20 INR,No,Clear,No
UrbanBite,Indiranagar,Bananas,Fruit,21-02-2024,Wednesday,13,25 INR,25 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Potatoes,Vegetable,21-02-2024,Wednesday,99,18 INR,18 INR,No,Cloudy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,21-02-2024,Wednesday,153,15 INR,5 INR,No,Rainy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,21-02-2024,Wednesday,149,30 INR,15 INR,No,Rainy,No
DailyGro,Indiranagar,Apples,Fruit,21-02-2024,Wednesday,86,60 INR,60 INR,No,Rainy,No
DailyGro,Indiranagar,Cabbage,Vegetable,21-02-2024,Wednesday,81,20 INR,10 INR,No,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,21-02-2024,Wednesday,114,25 INR,25 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,21-02-2024,Wednesday,70,18 INR,18 INR,No,Rainy,No
DailyGro,Indiranagar,Spinach,Leafy Green,21-02-2024,Wednesday,109,15 INR,5 INR,No,Rainy,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,21-02-2024,Wednesday,122,30 INR,15 INR,Yes,Rainy,No
CityVeg,Indiranagar,Apples,Fruit,21-02-2024,Wednesday,136,60 INR,45 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,21-02-2024,Wednesday,96,20 INR,5 INR,No,Clear,Yes
CityVeg,Indiranagar,Bananas,Fruit,21-02-2024,Wednesday,93,25 INR,10 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,21-02-2024,Wednesday,73,18 INR,8 INR,Yes,Rainy,No
CityVeg,Indiranagar,Spinach,Leafy Green,21-02-2024,Wednesday,75,15 INR,15 INR,No,Rainy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,21-02-2024,Wednesday,93,30 INR,15 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Apples,Fruit,21-02-2024,Wednesday,111,60 INR,45 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,21-02-2024,Wednesday,127,20 INR,15 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Bananas,Fruit,21-02-2024,Wednesday,75,25 INR,20 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,21-02-2024,Wednesday,144,18 INR,3 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,21-02-2024,Wednesday,91,15 INR,5 INR,No,Rainy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,22-02-2024,Thursday,99,30 INR,20 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Apples,Fruit,22-02-2024,Thursday,77,60 INR,60 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,22-02-2024,Thursday,27,20 INR,5 INR,Yes,Clear,No
FreshMart,Indiranagar,Bananas,Fruit,22-02-2024,Thursday,126,25 INR,20 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,22-02-2024,Thursday,122,18 INR,18 INR,No,Rainy,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,22-02-2024,Thursday,91,15 INR,0 INR,Yes,Clear,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,22-02-2024,Thursday,102,30 INR,25 INR,Yes,Clear,No
UrbanBite,Indiranagar,Apples,Fruit,22-02-2024,Thursday,115,60 INR,55 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,22-02-2024,Thursday,53,20 INR,10 INR,No,Cloudy,No
UrbanBite,Indiranagar,Bananas,Fruit,22-02-2024,Thursday,84,25 INR,10 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,22-02-2024,Thursday,123,18 INR,3 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,22-02-2024,Thursday,62,15 INR,5 INR,No,Rainy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,22-02-2024,Thursday,108,30 INR,20 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Apples,Fruit,22-02-2024,Thursday,59,60 INR,60 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,22-02-2024,Thursday,113,20 INR,20 INR,Yes,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,22-02-2024,Thursday,98,25 INR,20 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,22-02-2024,Thursday,51,18 INR,13 INR,No,Cloudy,No
DailyGro,Indiranagar,Spinach,Leafy Green,22-02-2024,Thursday,134,15 INR,15 INR,Yes,Clear,No
CityVeg,Indiranagar,Tomatoes,Vegetable,22-02-2024,Thursday,77,30 INR,15 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Apples,Fruit,22-02-2024,Thursday,75,60 INR,55 INR,Yes,Rainy,No
CityVeg,Indiranagar,Cabbage,Vegetable,22-02-2024,Thursday,106,20 INR,20 INR,No,Rainy,Yes
CityVeg,Indiranagar,Bananas,Fruit,22-02-2024,Thursday,134,25 INR,25 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,22-02-2024,Thursday,69,18 INR,8 INR,No,Cloudy,No
CityVeg,Indiranagar,Spinach,Leafy Green,22-02-2024,Thursday,101,15 INR,5 INR,No,Cloudy,No
QuickKart,Indiranagar,Tomatoes,Vegetable,22-02-2024,Thursday,112,30 INR,30 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Apples,Fruit,22-02-2024,Thursday,120,60 INR,55 INR,No,Cloudy,No
QuickKart,Indiranagar,Cabbage,Vegetable,22-02-2024,Thursday,105,20 INR,10 INR,No,Rainy,No
QuickKart,Indiranagar,Bananas,Fruit,22-02-2024,Thursday,88,25 INR,10 INR,No,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,22-02-2024,Thursday,75,18 INR,8 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,22-02-2024,Thursday,102,15 INR,0 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,23-02-2024,Friday,67,30 INR,15 INR,Yes,Clear,No
FreshMart,Indiranagar,Apples,Fruit,23-02-2024,Friday,12,60 INR,60 INR,Yes,Clear,No
FreshMart,Indiranagar,Cabbage,Vegetable,23-02-2024,Friday,113,20 INR,10 INR,No,Cloudy,No
FreshMart,Indiranagar,Bananas,Fruit,23-02-2024,Friday,127,25 INR,15 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,23-02-2024,Friday,29,18 INR,18 INR,No,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,23-02-2024,Friday,69,15 INR,15 INR,Yes,Clear,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,23-02-2024,Friday,118,30 INR,20 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Apples,Fruit,23-02-2024,Friday,161,60 INR,55 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,23-02-2024,Friday,100,20 INR,20 INR,No,Cloudy,No
UrbanBite,Indiranagar,Bananas,Fruit,23-02-2024,Friday,78,25 INR,25 INR,No,Clear,No
UrbanBite,Indiranagar,Potatoes,Vegetable,23-02-2024,Friday,94,18 INR,3 INR,Yes,Clear,No
UrbanBite,Indiranagar,Spinach,Leafy Green,23-02-2024,Friday,141,15 INR,10 INR,No,Cloudy,No
DailyGro,Indiranagar,Tomatoes,Vegetable,23-02-2024,Friday,80,30 INR,30 INR,No,Rainy,No
DailyGro,Indiranagar,Apples,Fruit,23-02-2024,Friday,76,60 INR,60 INR,No,Cloudy,No
DailyGro,Indiranagar,Cabbage,Vegetable,23-02-2024,Friday,85,20 INR,15 INR,No,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,23-02-2024,Friday,71,25 INR,15 INR,Yes,Clear,No
DailyGro,Indiranagar,Potatoes,Vegetable,23-02-2024,Friday,103,18 INR,3 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,23-02-2024,Friday,148,15 INR,10 INR,No,Cloudy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,23-02-2024,Friday,109,30 INR,15 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Apples,Fruit,23-02-2024,Friday,92,60 INR,55 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Cabbage,Vegetable,23-02-2024,Friday,91,20 INR,5 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Bananas,Fruit,23-02-2024,Friday,53,25 INR,25 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,23-02-2024,Friday,126,18 INR,3 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,23-02-2024,Friday,97,15 INR,0 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,23-02-2024,Friday,94,30 INR,25 INR,Yes,Rainy,No
QuickKart,Indiranagar,Apples,Fruit,23-02-2024,Friday,195,60 INR,60 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,23-02-2024,Friday,108,20 INR,20 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Bananas,Fruit,23-02-2024,Friday,77,25 INR,15 INR,No,Rainy,No
QuickKart,Indiranagar,Potatoes,Vegetable,23-02-2024,Friday,87,18 INR,18 INR,No,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,23-02-2024,Friday,134,15 INR,0 INR,No,Cloudy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,24-02-2024,Saturday,103,30 INR,25 INR,No,Rainy,Yes
FreshMart,Indiranagar,Apples,Fruit,24-02-2024,Saturday,56,60 INR,45 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Cabbage,Vegetable,24-02-2024,Saturday,127,20 INR,20 INR,Yes,Cloudy,No
FreshMart,Indiranagar,Bananas,Fruit,24-02-2024,Saturday,79,25 INR,25 INR,No,Cloudy,No
FreshMart,Indiranagar,Potatoes,Vegetable,24-02-2024,Saturday,156,18 INR,8 INR,No,Clear,No
FreshMart,Indiranagar,Spinach,Leafy Green,24-02-2024,Saturday,132,15 INR,10 INR,Yes,Clear,No
UrbanBite,Indiranagar,Tomatoes,Vegetable,24-02-2024,Saturday,86,30 INR,15 INR,Yes,Clear,No
UrbanBite,Indiranagar,Apples,Fruit,24-02-2024,Saturday,138,60 INR,55 INR,No,Clear,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,24-02-2024,Saturday,102,20 INR,15 INR,Yes,Cloudy,Yes
UrbanBite,Indiranagar,Bananas,Fruit,24-02-2024,Saturday,125,25 INR,20 INR,No,Clear,No
UrbanBite,Indiranagar,Potatoes,Vegetable,24-02-2024,Saturday,114,18 INR,18 INR,Yes,Cloudy,No
UrbanBite,Indiranagar,Spinach,Leafy Green,24-02-2024,Saturday,74,15 INR,15 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,24-02-2024,Saturday,80,30 INR,25 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Apples,Fruit,24-02-2024,Saturday,130,60 INR,55 INR,Yes,Cloudy,No
DailyGro,Indiranagar,Cabbage,Vegetable,24-02-2024,Saturday,89,20 INR,15 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Bananas,Fruit,24-02-2024,Saturday,87,25 INR,10 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,24-02-2024,Saturday,71,18 INR,8 INR,No,Cloudy,No
DailyGro,Indiranagar,Spinach,Leafy Green,24-02-2024,Saturday,112,15 INR,10 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,24-02-2024,Saturday,161,30 INR,15 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Apples,Fruit,24-02-2024,Saturday,67,60 INR,50 INR,Yes,Rainy,Yes
CityVeg,Indiranagar,Cabbage,Vegetable,24-02-2024,Saturday,100,20 INR,5 INR,Yes,Clear,Yes
CityVeg,Indiranagar,Bananas,Fruit,24-02-2024,Saturday,142,25 INR,15 INR,Yes,Cloudy,No
CityVeg,Indiranagar,Potatoes,Vegetable,24-02-2024,Saturday,97,18 INR,18 INR,No,Clear,No
CityVeg,Indiranagar,Spinach,Leafy Green,24-02-2024,Saturday,113,15 INR,5 INR,No,Cloudy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,24-02-2024,Saturday,68,30 INR,20 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Apples,Fruit,24-02-2024,Saturday,112,60 INR,50 INR,No,Cloudy,No
QuickKart,Indiranagar,Cabbage,Vegetable,24-02-2024,Saturday,94,20 INR,20 INR,No,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,24-02-2024,Saturday,129,25 INR,25 INR,No,Rainy,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,24-02-2024,Saturday,135,18 INR,3 INR,No,Rainy,Yes
QuickKart,Indiranagar,Spinach,Leafy Green,24-02-2024,Saturday,177,15 INR,10 INR,No,Rainy,No
FreshMart,Indiranagar,Tomatoes,Vegetable,25-02-2024,Sunday,117,30 INR,20 INR,No,Rainy,No
FreshMart,Indiranagar,Apples,Fruit,25-02-2024,Sunday,109,60 INR,60 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,25-02-2024,Sunday,105,20 INR,5 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Bananas,Fruit,25-02-2024,Sunday,89,25 INR,25 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,25-02-2024,Sunday,110,18 INR,3 INR,Yes,Cloudy,Yes
FreshMart,Indiranagar,Spinach,Leafy Green,25-02-2024,Sunday,91,15 INR,0 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,25-02-2024,Sunday,105,30 INR,15 INR,Yes,Rainy,No
UrbanBite,Indiranagar,Apples,Fruit,25-02-2024,Sunday,139,60 INR,55 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,25-02-2024,Sunday,69,20 INR,15 INR,No,Clear,Yes
UrbanBite,Indiranagar,Bananas,Fruit,25-02-2024,Sunday,134,25 INR,15 INR,No,Clear,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,25-02-2024,Sunday,139,18 INR,13 INR,Yes,Clear,No
UrbanBite,Indiranagar,Spinach,Leafy Green,25-02-2024,Sunday,96,15 INR,10 INR,No,Clear,No
DailyGro,Indiranagar,Tomatoes,Vegetable,25-02-2024,Sunday,36,30 INR,20 INR,No,Clear,Yes
DailyGro,Indiranagar,Apples,Fruit,25-02-2024,Sunday,81,60 INR,50 INR,Yes,Rainy,No
DailyGro,Indiranagar,Cabbage,Vegetable,25-02-2024,Sunday,138,20 INR,20 INR,No,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,25-02-2024,Sunday,99,25 INR,20 INR,No,Rainy,No
DailyGro,Indiranagar,Potatoes,Vegetable,25-02-2024,Sunday,70,18 INR,13 INR,No,Clear,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,25-02-2024,Sunday,84,15 INR,0 INR,No,Cloudy,No
CityVeg,Indiranagar,Tomatoes,Vegetable,25-02-2024,Sunday,125,30 INR,25 INR,Yes,Rainy,No
CityVeg,Indiranagar,Apples,Fruit,25-02-2024,Sunday,116,60 INR,55 INR,Yes,Rainy,No
CityVeg,Indiranagar,Cabbage,Vegetable,25-02-2024,Sunday,92,20 INR,5 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Bananas,Fruit,25-02-2024,Sunday,88,25 INR,20 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Potatoes,Vegetable,25-02-2024,Sunday,88,18 INR,3 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,25-02-2024,Sunday,72,15 INR,15 INR,No,Rainy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,25-02-2024,Sunday,148,30 INR,25 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Apples,Fruit,25-02-2024,Sunday,90,60 INR,50 INR,Yes,Cloudy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,25-02-2024,Sunday,136,20 INR,5 INR,No,Cloudy,No
QuickKart,Indiranagar,Bananas,Fruit,25-02-2024,Sunday,145,25 INR,25 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Potatoes,Vegetable,25-02-2024,Sunday,129,18 INR,3 INR,Yes,Clear,No
QuickKart,Indiranagar,Spinach,Leafy Green,25-02-2024,Sunday,87,15 INR,0 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,26-02-2024,Monday,112,30 INR,15 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Apples,Fruit,26-02-2024,Monday,99,60 INR,45 INR,No,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,26-02-2024,Monday,72,20 INR,10 INR,Yes,Rainy,No
FreshMart,Indiranagar,Bananas,Fruit,26-02-2024,Monday,109,25 INR,20 INR,Yes,Clear,Yes
FreshMart,Indiranagar,Potatoes,Vegetable,26-02-2024,Monday,64,18 INR,18 INR,Yes,Rainy,No
FreshMart,Indiranagar,Spinach,Leafy Green,26-02-2024,Monday,135,15 INR,5 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,26-02-2024,Monday,86,30 INR,30 INR,Yes,Clear,Yes
UrbanBite,Indiranagar,Apples,Fruit,26-02-2024,Monday,106,60 INR,45 INR,No,Rainy,No
UrbanBite,Indiranagar,Cabbage,Vegetable,26-02-2024,Monday,108,20 INR,10 INR,No,Cloudy,No
UrbanBite,Indiranagar,Bananas,Fruit,26-02-2024,Monday,92,25 INR,15 INR,No,Rainy,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,26-02-2024,Monday,117,18 INR,8 INR,No,Cloudy,Yes
UrbanBite,Indiranagar,Spinach,Leafy Green,26-02-2024,Monday,85,15 INR,5 INR,No,Rainy,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,26-02-2024,Monday,126,30 INR,20 INR,Yes,Cloudy,Yes
DailyGro,Indiranagar,Apples,Fruit,26-02-2024,Monday,59,60 INR,50 INR,No,Cloudy,No
DailyGro,Indiranagar,Cabbage,Vegetable,26-02-2024,Monday,103,20 INR,15 INR,No,Rainy,Yes
DailyGro,Indiranagar,Bananas,Fruit,26-02-2024,Monday,158,25 INR,10 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,26-02-2024,Monday,69,18 INR,13 INR,No,Clear,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,26-02-2024,Monday,79,15 INR,15 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Tomatoes,Vegetable,26-02-2024,Monday,115,30 INR,15 INR,Yes,Cloudy,Yes
CityVeg,Indiranagar,Apples,Fruit,26-02-2024,Monday,105,60 INR,55 INR,No,Rainy,No
CityVeg,Indiranagar,Cabbage,Vegetable,26-02-2024,Monday,110,20 INR,20 INR,No,Clear,Yes
CityVeg,Indiranagar,Bananas,Fruit,26-02-2024,Monday,114,25 INR,20 INR,No,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,26-02-2024,Monday,119,18 INR,18 INR,No,Rainy,Yes
CityVeg,Indiranagar,Spinach,Leafy Green,26-02-2024,Monday,133,15 INR,10 INR,No,Rainy,Yes
QuickKart,Indiranagar,Tomatoes,Vegetable,26-02-2024,Monday,112,30 INR,20 INR,Yes,Rainy,No
QuickKart,Indiranagar,Apples,Fruit,26-02-2024,Monday,92,60 INR,60 INR,Yes,Rainy,Yes
QuickKart,Indiranagar,Cabbage,Vegetable,26-02-2024,Monday,120,20 INR,20 INR,No,Clear,No
QuickKart,Indiranagar,Bananas,Fruit,26-02-2024,Monday,156,25 INR,25 INR,Yes,Clear,Yes
QuickKart,Indiranagar,Potatoes,Vegetable,26-02-2024,Monday,96,18 INR,3 INR,Yes,Cloudy,No
QuickKart,Indiranagar,Spinach,Leafy Green,26-02-2024,Monday,70,15 INR,5 INR,No,Cloudy,Yes
FreshMart,Indiranagar,Tomatoes,Vegetable,27-02-2024,Tuesday,133,30 INR,25 INR,No,Rainy,Yes
FreshMart,Indiranagar,Apples,Fruit,27-02-2024,Tuesday,96,60 INR,60 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Cabbage,Vegetable,27-02-2024,Tuesday,34,20 INR,5 INR,Yes,Rainy,Yes
FreshMart,Indiranagar,Bananas,Fruit,27-02-2024,Tuesday,125,25 INR,10 INR,No,Clear,No
FreshMart,Indiranagar,Potatoes,Vegetable,27-02-2024,Tuesday,83,18 INR,3 INR,No,Cloudy,No
FreshMart,Indiranagar,Spinach,Leafy Green,27-02-2024,Tuesday,97,15 INR,10 INR,Yes,Rainy,Yes
UrbanBite,Indiranagar,Tomatoes,Vegetable,27-02-2024,Tuesday,109,30 INR,20 INR,No,Clear,Yes
UrbanBite,Indiranagar,Apples,Fruit,27-02-2024,Tuesday,105,60 INR,50 INR,No,Clear,Yes
UrbanBite,Indiranagar,Cabbage,Vegetable,27-02-2024,Tuesday,121,20 INR,20 INR,No,Cloudy,No
UrbanBite,Indiranagar,Bananas,Fruit,27-02-2024,Tuesday,86,25 INR,10 INR,No,Clear,Yes
UrbanBite,Indiranagar,Potatoes,Vegetable,27-02-2024,Tuesday,115,18 INR,18 INR,No,Clear,No
UrbanBite,Indiranagar,Spinach,Leafy Green,27-02-2024,Tuesday,92,15 INR,15 INR,Yes,Clear,Yes
DailyGro,Indiranagar,Tomatoes,Vegetable,27-02-2024,Tuesday,122,30 INR,20 INR,Yes,Rainy,No
DailyGro,Indiranagar,Apples,Fruit,27-02-2024,Tuesday,118,60 INR,50 INR,No,Cloudy,Yes
DailyGro,Indiranagar,Cabbage,Vegetable,27-02-2024,Tuesday,71,20 INR,10 INR,Yes,Clear,No
DailyGro,Indiranagar,Bananas,Fruit,27-02-2024,Tuesday,132,25 INR,20 INR,Yes,Rainy,Yes
DailyGro,Indiranagar,Potatoes,Vegetable,27-02-2024,Tuesday,83,18 INR,3 INR,No,Rainy,Yes
DailyGro,Indiranagar,Spinach,Leafy Green,27-02-2024,Tuesday,124,15 INR,0 INR,Yes,Clear,No
CityVeg,Indiranagar,Tomatoes,Vegetable,27-02-2024,Tuesday,111,30 INR,30 INR,No,Rainy,Yes
CityVeg,Indiranagar,Apples,Fruit,27-02-2024,Tuesday,155,60 INR,60 INR,No,Clear,No
CityVeg,Indiranagar,Cabbage,Vegetable,27-02-2024,Tuesday,93,20 INR,15 INR,No,Cloudy,Yes
CityVeg,Indiranagar,Bananas,Fruit,27-02-2024,Tuesday,89,25 INR,25 INR,No,Rainy,No
CityVeg,Indiranagar,Potatoes,Vegetable,27-02-2024,Tuesday,99,18 INR,13 INR,No,Clear,No
